"symbol","title","description","url","published_at","source","category","time","diff"
"CSCO","Cisco Posts Strong Earnings on AI-Driven Networking Demand","Cisco (CSCO) beat Q3 earnings expectations, reporting robust demand for its high-speed networking equipment used in AI data centers. Stock is up 6%.","https://www.reuters.com/technology/cisco-q3-earnings-beat-ai-networking-demand-2025-10-28/","2025-10-28T13:35:00.000000Z","reuters.com","general","1761657075828","1"
"NVDA","NVIDIA's $5B Acquisition of AI Startup 'SynthAI' Approved","NVIDIA's (NVDA) proposed $5 billion acquisition of AI software startup 'SynthAI' has received regulatory approval from all jurisdictions.","https://www.bloomberg.com/news/articles/2025-10-28/nvidia-acquisition-synthai-approved","2025-10-28T13:36:30.000000Z","bloomberg.com","general","1761657075828","1"
"ETHUSD","Ethereum Layer 2 'Starknet' Announces Massive Airdrop","Starknet, a prominent Ethereum Layer 2 scaling solution, has announced plans for a large-scale token airdrop to its early users and developers.","https://www.coindesk.com/tech/2025/10/28/ethereum-l2-starknet-announces-massive-airdrop","2025-10-28T13:37:00.000000Z","coindesk.com","general","1761657075828","1"
"AAPL","Apple Lowers iPhone 17 Production Targets, Citing Weak Demand","Supply chain sources indicate Apple (AAPL) is lowering its initial production targets for the upcoming iPhone 17, anticipating weaker consumer upgrade cycles.","https://seekingalpha.com/article/4834020-apple-lowers-iphone-17-production-targets-weak-demand","2025-10-28T13:38:00.000000Z","seekingalpha.com","general","1761657135828","1"
"GOOGL","Google and HP Launch New 'Chromebook Plus' Lineup","Google (GOOGL) and HP (HPQ) have partnered to launch 'Chromebook Plus', a new, more powerful category of Chromebooks designed for AI-powered applications.","https://www.theverge.com/2025/10/28/google-hp-chromebook-plus-launch-ai","2025-10-28T13:39:00.000000Z","theverge.com","general","1761657135828","1"
"MSFT","Microsoft Wins $9B Pentagon Cloud Computing Contract","Microsoft (MSFT) has secured a $9 billion Joint Warfighting Cloud Capability (JWCC) contract from the Pentagon, along with Google, Amazon, and Oracle.","https://www.reuters.com/technology/microsoft-wins-9b-pentagon-cloud-contract-jwcc-2025-10-28/","2025-10-28T13:40:00.000000Z","reuters.com","general","1761657135828","1"
"SPY","US GDP Grows at 3.0% Annualized Rate in Q3, Beating Estimates","The US economy grew at a 3.0% annualized rate in the third quarter, according to the advance estimate, stronger than the 2.7% forecast by economists.","https://www.cnbc.com/2025/10/28/us-gdp-report-q3-2025.html","2025-10-28T13:41:30.000000Z","cnbc.com","general","1761657135828","1"
"AMD","AMD Announces New 'Ryzen AI' Software Platform for Developers","AMD (AMD) launched its 'Ryzen AI' software suite, designed to help developers optimize and deploy AI models on PCs equipped with its AI-capable processors.","https://techcrunch.com/2025/10/28/amd-ryzen-ai-software-platform-developers","2025-10-28T13:42:00.000000Z","techcrunch.com","general","1761657135828","1"
"TSLA","Tesla Giga Texas Produces its 1 Millionth 4680 Battery Cell","Tesla's (TSLA) Giga Texas factory has reportedly hit a milestone, producing its one-millionth 4680 battery cell, though volume production remains a challenge.","https://www.bloomberg.com/news/articles/2025-10-28/tesla-giga-texas-1-millionth-4680-battery-cell","2025-10-28T13:43:00.000000Z","bloomberg.com","general","1761657195828","1"
"INTC","Intel (INTC) Stock Sinks 8% After Disappointing Q4 Forecast","Despite a Q3 earnings beat, Intel (INTC) stock is trading down 8% after the company provided a Q4 revenue and profit forecast well below Wall Street expectations.","https://www.marketwatch.com/story/intel-stock-sinks-after-disappointing-q4-forecast-4567890","2025-10-28T13:44:00.000000Z","marketwatch.com","general","1761657195828","1"
"NFLX","Netflix Games Library to Add 'Grand Theft Auto: Vice City'","Netflix (NFLX) announced it is adding 'Grand Theft Auto: Vice City' to its mobile games library, available for free to all subscribers.","https://www.theverge.com/2025/10/28/netflix-games-gta-vice-city","2025-10-28T13:45:00.000000Z","theverge.com","general","1761657195828","1"
"AMZN","Amazon's Twitch Lays Off 35% of Staff Amid Restructuring","Amazon's (AMZN) live-streaming platform, Twitch, is laying off over 500 employees, or 35% of its workforce, citing high operational costs.","https://techcrunch.com/2025/10/28/twitch-layoffs-35-percent-staff","2025-10-28T13:46:30.000000Z","techcrunch.com","general","1761657195828","1"
"BTCUSD","Binance Receives Full Regulatory License in France","Cryptocurrency exchange Binance (BNBUSD) has been granted a full license by French financial regulators, allowing it to operate and market its services in the country.","https://www.coindesk.com/policy/2025/10/28/binance-receives-full-regulatory-license-france","2025-10-28T13:47:00.000000Z","coindesk.com","general","1761657195828","1"
"AAPL","Apple and Google Face UK Probe Over 'Duopoly' in Mobile Browsers","The UK's CMA has launched an investigation into Apple (AAPL) and Google (GOOGL) over their effective duopoly on mobile ecosystems and browser engines.","https://www.reuters.com/technology/apple-google-face-uk-probe-mobile-browser-duopoly-2025-10-28/","2025-10-28T13:48:00.000000Z","reuters.com","general","1761657255828","1"
"GOOGL","Google Cloud Next: New AI Partnerships and 'Vertex AI' Updates","At its Cloud Next conference, Google (GOOGL) announced new AI partnerships with companies like SAP and Workday, and unveiled major updates to its Vertex AI platform.","https://www.cnbc.com/2025/10/28/google-cloud-next-2025-ai-partnerships-vertex-ai.html","2025-10-28T13:49:00.000000Z","cnbc.com","general","1761657255828","1"
"NVDA","NVIDIA (NVDA) is the New 'King of Wall Street', Analyst Says","A Wedbush analyst has called NVIDIA (NVDA) the new 'King of Wall Street', raising his price target to $1,200 and calling the AI revolution a '1995 moment'.","https://www.bloomberg.com/news/articles/2025-10-28/nvidia-nvda-stock-king-of-wall-street-wedbush-analyst","2025-10-28T13:50:00.000000Z","bloomberg.com","general","1761657255828","1"
"SPY","Housing Starts Fall to 3-Year Low as Mortgage Rates Bite","US new housing starts dropped 8% in October to their lowest level in three years, as 8% mortgage rates bring the construction market to a halt.","https://www.reuters.com/markets/us/us-housing-starts-fall-3-year-low-mortgage-rates-2025-10-28/","2025-10-28T13:51:30.000000Z","reuters.com","general","1761657255828","1"
"MSFT","OpenAI Considering Spinning Off AI Chip Division, MSFT to Invest","A report suggests OpenAI is exploring spinning off its internal AI chip development division into a new company, with Microsoft (MSFT) as a lead investor.","https://www.wsj.com/articles/openai-ai-chip-division-spinoff-microsoft-investment","2025-10-28T13:52:00.000000Z","wsj.com","general","1761657255828","1"
